Data,Estado,Mortos,Feridos,Total
31/07/2021,Ohio,1,4,5
31/07/2021,Illinois,0,4,4
31/07/2021,Michigan,2,2,4
31/07/2021,New York,0,10,10
31/07/2021,Indiana,0,5,5
31/07/2021,Kentucky,0,5,5
29/07/2021,Iowa,0,4,4
29/07/2021,Pennsylvania,3,2,5
28/07/2021,South Carolina,1,4,5
28/07/2021,"Washington, D.C.",0,4,4
26/07/2021,Texas,2,3,5
25/07/2021,Michigan,0,7,7
25/07/2021,California,5,1,6
25/07/2021,Illinois,0,5,5
25/07/2021,Washington,2,3,5
24/07/2021,Ohio,0,4,4
24/07/2021,Texas,0,6,6
24/07/2021,Georgia,2,2,4
23/07/2021,California,2,4,6
23/07/2021,South Carolina,2,2,4
23/07/2021,South Carolina,0,4,4
22/07/2021,Texas,1,5,6
21/07/2021,Illinois,2,3,5
21/07/2021,Maryland,1,4,5
21/07/2021,Illinois,2,3,5
21/07/2021,Illinois,0,8,8
20/07/2021,Texas,4,0,4
19/07/2021,Illinois,0,4,4
19/07/2021,New Jersey,0,6,6
18/07/2021,Ohio,1,3,4
18/07/2021,Florida,1,4,5
18/07/2021,North Carolina,0,4,4
18/07/2021,Arizona,2,4,6
18/07/2021,Texas,3,2,5
18/07/2021,California,1,3,4
17/07/2021,Oregon,1,6,7
17/07/2021,Illinois,0,6,6
16/07/2021,California,2,4,6
16/07/2021,"Washington, D.C.",1,5,6
16/07/2021,New Hampshire,0,4,4
16/07/2021,South Carolina,1,3,4
16/07/2021,Illinois,1,3,4
16/07/2021,Pennsylvania,1,4,5
15/07/2021,Massachusetts,0,4,4
15/07/2021,Texas,1,3,4
15/07/2021,Missouri,1,4,5
14/07/2021,Illinois,0,5,5
14/07/2021,Illinois,0,5,5
14/07/2021,Delaware,2,2,4
13/07/2021,Indiana,0,4,4
13/07/2021,Michigan,1,6,7
12/07/2021,New Jersey,0,4,4
12/07/2021,New York,0,4,4
12/07/2021,Pennsylvania,2,3,5
12/07/2021,California,3,1,4
11/07/2021,Texas,1,5,6
10/07/2021,Pennsylvania,0,6,6
10/07/2021,Massachusetts,0,4,4
10/07/2021,Ohio,1,3,4
08/07/2021,Connecticut,0,4,4
05/07/2021,New York,0,4,4
05/07/2021,California,1,3,4
05/07/2021,Illinois,2,4,6
05/07/2021,Ohio,1,11,12
04/07/2021,California,0,4,4
04/07/2021,Ohio,2,3,5
04/07/2021,Ohio,0,4,4
04/07/2021,Illinois,0,4,4
04/07/2021,Nebraska,1,4,5
04/07/2021,Illinois,0,4,4
04/07/2021,Missouri,0,4,4
04/07/2021,Texas,0,8,8
04/07/2021,Illinois,0,5,5
04/07/2021,Texas,0,5,5
04/07/2021,Texas,3,2,5
03/07/2021,North Carolina,3,1,4
03/07/2021,Pennsylvania,0,4,4
03/07/2021,Georgia,1,3,4
03/07/2021,Illinois,0,4,4
02/07/2021,Pennsylvania,1,4,5
02/07/2021,Virginia,0,4,4
02/07/2021,Illinois,1,4,5
01/07/2021,Illinois,0,7,7
01/07/2021,South Carolina,2,4,6
01/07/2021,Virginia,1,3,4
30/06/2021,Illinois,0,4,4
30/06/2021,Louisiana,0,4,4
30/06/2021,Delaware,1,3,4
30/06/2021,Texas,3,1,4
28/06/2021,New York,1,3,4
27/06/2021,Illinois,1,3,4
27/06/2021,Illinois,1,10,11
27/06/2021,Illinois,1,5,6
27/06/2021,Tennessee,3,1,4
27/06/2021,North Carolina,0,4,4
26/06/2021,Texas,1,3,4
26/06/2021,Illinois,1,3,4
26/06/2021,Alabama,1,3,4
25/06/2021,Ohio,0,4,4
25/06/2021,Illinois,0,4,4
25/06/2021,New York,0,5,5
24/06/2021,Florida,1,4,5
23/06/2021,New York,0,4,4
23/06/2021,Illinois,0,4,4
23/06/2021,Alabama,2,2,4
23/06/2021,Illinois,0,4,4
21/06/2021,"Washington, D.C.",0,4,4
21/06/2021,Missouri,3,4,7
20/06/2021,Virginia,1,3,4
20/06/2021,Ohio,1,3,4
20/06/2021,Colorado,1,4,5
20/06/2021,Florida,1,10,11
20/06/2021,California,3,5,8
20/06/2021,Texas,0,8,8
20/06/2021,Indiana,1,4,5
20/06/2021,New Jersey,1,3,4
19/06/2021,California,1,6,7
19/06/2021,Alaska,1,4,5
19/06/2021,Louisiana,2,4,6
19/06/2021,New Jersey,0,4,4
18/06/2021,Minnesota,0,5,5
17/06/2021,North Carolina,2,2,4
17/06/2021,Virginia,0,4,4
17/06/2021,New Jersey,0,4,4
17/06/2021,Arizona,1,12,13
16/06/2021,Maryland,1,5,6
15/06/2021,Illinois,0,5,5
15/06/2021,Illinois,5,3,8
15/06/2021,Alabama,2,2,4
14/06/2021,Florida,1,3,4
14/06/2021,Michigan,2,2,4
13/06/2021,Ohio,1,5,6
13/06/2021,Kentucky,1,3,4
12/06/2021,Ohio,0,4,4
12/06/2021,Illinois,1,9,10
12/06/2021,Ohio,3,4,7
12/06/2021,Texas,1,13,14
11/06/2021,Texas,0,5,5
11/06/2021,North Carolina,1,3,4
11/06/2021,Georgia,1,7,8
11/06/2021,Washington,2,2,4
10/06/2021,Michigan,1,3,4
10/06/2021,New York,0,4,4
08/06/2021,Tennessee,1,4,5
08/06/2021,Tennessee,1,3,4
08/06/2021,Texas,0,5,5
07/06/2021,Ohio,0,6,6
07/06/2021,Florida,3,3,6
06/06/2021,Florida,3,6,9
06/06/2021,Missouri,0,4,4
06/06/2021,North Carolina,0,4,4
06/06/2021,Oregon,4,0,4
06/06/2021,California,0,5,5
06/06/2021,Utah,1,4,5
06/06/2021,Illinois,0,8,8
05/06/2021,Indiana,2,2,4
05/06/2021,Louisiana,0,8,8
04/06/2021,Michigan,1,3,4
02/06/2021,Delaware,1,3,4
02/06/2021,Ohio,0,4,4
02/06/2021,Arkansas,0,4,4
02/06/2021,Ohio,0,6,6
31/05/2021,Missouri,0,4,4
31/05/2021,Ohio,1,4,5
31/05/2021,New York,0,5,5
30/05/2021,Illinois,0,4,4
30/05/2021,Alabama,1,4,5
30/05/2021,Florida,3,20,23
29/05/2021,Texas,2,2,4
28/05/2021,Missouri,1,3,4
28/05/2021,Florida,1,6,7
27/05/2021,North Carolina,0,5,5
26/05/2021,California,10,0,10
26/05/2021,Illinois,0,4,4
24/05/2021,Michigan,2,2,4
24/05/2021,Ohio,4,0,4
24/05/2021,New York,0,4,4
23/05/2021,Illinois,0,4,4
23/05/2021,New Jersey,0,5,5
23/05/2021,Virginia,0,4,4
23/05/2021,Ohio,3,8,11
23/05/2021,Illinois,0,4,4
22/05/2021,Texas,0,4,4
22/05/2021,Ohio,1,5,6
22/05/2021,Minnesota,2,8,10
22/05/2021,Indiana,1,4,5
22/05/2021,South Carolina,1,14,15
22/05/2021,New Jersey,2,12,14
21/05/2021,New York,1,5,6
21/05/2021,New Jersey,2,4,6
20/05/2021,Indiana,0,4,4
18/05/2021,California,2,5,7
18/05/2021,California,1,4,5
17/05/2021,Oregon,0,4,4
16/05/2021,Ohio,1,3,4
16/05/2021,Georgia,0,4,4
16/05/2021,Michigan,0,5,5
16/05/2021,Georgia,0,4,4
16/05/2021,Alabama,1,4,5
16/05/2021,Georgia,1,5,6
15/05/2021,New York,1,4,5
15/05/2021,"Washington, D.C.",1,3,4
15/05/2021,Illinois,2,3,5
14/05/2021,Pennsylvania,0,4,4
13/05/2021,"Washington, D.C.",0,4,4
13/05/2021,Georgia,2,2,4
13/05/2021,Rhode Island,0,9,9
12/05/2021,Georgia,1,3,4
11/05/2021,Maryland,0,4,4
10/05/2021,Alabama,0,7,7
09/05/2021,Colorado,7,0,7
09/05/2021,Arizona,1,7,8
08/05/2021,California,0,4,4
08/05/2021,California,0,4,4
08/05/2021,Michigan,0,4,4
08/05/2021,Maryland,4,1,5
07/05/2021,Missouri,2,3,5
06/05/2021,New Jersey,0,5,5
05/05/2021,Illinois,0,4,4
03/05/2021,Michigan,1,4,5
02/05/2021,Ohio,0,4,4
02/05/2021,Pennsylvania,1,3,4
02/05/2021,Maryland,1,3,4
02/05/2021,Illinois,0,5,5
02/05/2021,Minnesota,0,4,4
01/05/2021,Florida,1,3,4
01/05/2021,Massachusetts,0,5,5
01/05/2021,Wisconsin,3,1,4
01/05/2021,New York,1,4,5
01/05/2021,Louisiana,2,4,6
01/05/2021,Georgia,1,3,4
01/05/2021,Delaware,0,4,4
29/04/2021,Georgia,1,4,5
28/04/2021,Florida,0,5,5
28/04/2021,North Carolina,5,0,5
27/04/2021,Alabama,1,4,5
27/04/2021,Virginia,2,3,5
26/04/2021,Oregon,0,7,7
25/04/2021,Louisiana,0,5,5
25/04/2021,Alabama,0,4,4
25/04/2021,Arkansas,1,3,4
25/04/2021,Missouri,1,3,4
25/04/2021,Texas,0,4,4
24/04/2021,Louisiana,0,5,5
22/04/2021,California,1,4,5
19/04/2021,United States Virgin Islands,2,2,4
19/04/2021,Texas,2,3,5
19/04/2021,Georgia,0,5,5
18/04/2021,Alabama,1,4,5
18/04/2021,Louisiana,0,5,5
18/04/2021,Michigan,1,5,6
18/04/2021,Wisconsin,3,2,5
17/04/2021,Louisiana,0,9,9
17/04/2021,Ohio,1,5,6
16/04/2021,Michigan,0,4,4
15/04/2021,Indiana,9,7,16
15/04/2021,"Washington, D.C.",0,4,4
15/04/2021,Florida,0,5,5
15/04/2021,Illinois,0,4,4
13/04/2021,Maryland,0,4,4
12/04/2021,Illinois,1,3,4
12/04/2021,Tennessee,1,3,4
12/04/2021,Georgia,1,3,4
11/04/2021,Kansas,1,3,4
11/04/2021,Washington,0,5,5
10/04/2021,Missouri,1,3,4
10/04/2021,Tennessee,1,4,5
10/04/2021,Connecticut,0,4,4
10/04/2021,Michigan,0,4,4
09/04/2021,Texas,1,5,6
08/04/2021,Texas,1,5,6
07/04/2021,Wisconsin,2,2,4
07/04/2021,South Carolina,7,0,7
06/04/2021,Michigan,1,3,4
06/04/2021,New York,4,0,4
05/04/2021,Illinois,0,7,7
05/04/2021,Maryland,0,5,5
05/04/2021,Texas,6,0,6
04/04/2021,Louisiana,0,6,6
04/04/2021,Alabama,1,6,7
04/04/2021,Texas,0,4,4
03/04/2021,Alabama,0,5,5
03/04/2021,Florida,0,7,7
03/04/2021,North Carolina,3,4,7
31/03/2021,California,4,2,6
31/03/2021,"Washington, D.C.",2,3,5
30/03/2021,Texas,0,4,4
28/03/2021,Maryland,5,1,6
28/03/2021,Illinois,0,4,4
28/03/2021,Texas,0,4,4
28/03/2021,Ohio,0,7,7
27/03/2021,Illinois,1,3,4
27/03/2021,Illinois,0,4,4
27/03/2021,Mississippi,0,6,6
27/03/2021,Tennessee,3,2,5
26/03/2021,Pennsylvania,0,7,7
26/03/2021,Virginia,2,8,8
26/03/2021,Illinois,1,7,8
23/03/2021,Georgia,0,4,4
23/03/2021,Alabama,2,2,4
22/03/2021,Michigan,1,3,4
22/03/2021,Ohio,2,2,4
22/03/2021,Colorado,10,2,12
20/03/2021,Texas,0,5,5
20/03/2021,Texas,1,7,8
20/03/2021,Pennsylvania,1,4,5
18/03/2021,Oregon,0,4,4
18/03/2021,Louisiana,0,4,4
17/03/2021,California,0,5,5
16/03/2021,Arizona,4,1,5
16/03/2021,Georgia,8,1,9
15/03/2021,Indiana,1,4,5
14/03/2021,Florida,0,4,4
14/03/2021,Illinois,0,4,4
14/03/2021,Illinois,2,13,15
13/03/2021,New York,0,5,5
13/03/2021,Virginia,2,4,6
13/03/2021,Indiana,4,1,5
13/03/2021,Florida,1,3,4
12/03/2021,North Carolina,0,4,4
11/03/2021,New Mexico,1,3,4
11/03/2021,South Carolina,1,4,5
11/03/2021,Pennsylvania,2,2,4
10/03/2021,Pennsylvania,0,4,4
10/03/2021,Texas,3,1,4
08/03/2021,Florida,1,3,4
07/03/2021,Mississippi,0,4,4
06/03/2021,California,2,3,5
06/03/2021,North Carolina,1,4,5
05/03/2021,California,1,4,5
04/03/2021,"Washington, D.C.",0,5,5
03/03/2021,Pennsylvania,1,3,4
28/02/2021,Texas,0,4,4
28/02/2021,Ohio,4,2,6
28/02/2021,Indiana,0,4,4
28/02/2021,South Carolina,0,4,4
28/02/2021,Louisiana,0,5,5
28/02/2021,Delaware,0,4,4
27/02/2021,Mississippi,0,4,4
27/02/2021,Mississippi,2,3,5
26/02/2021,California,1,3,4
26/02/2021,Texas,1,5,6
26/02/2021,Louisiana,0,4,4
21/02/2021,North Carolina,0,4,4
21/02/2021,Missouri,1,4,5
20/02/2021,Pennsylvania,1,3,4
20/02/2021,Illinois,1,4,5
20/02/2021,Louisiana,3,2,5
19/02/2021,Colorado,1,3,4
18/02/2021,Louisiana,1,3,4
17/02/2021,Pennsylvania,0,8,8
16/02/2021,Florida,3,1,4
13/02/2021,California,0,6,6
13/02/2021,Indiana,0,4,4
13/02/2021,North Carolina,1,3,4
13/02/2021,California,0,6,6
11/02/2021,Georgia,1,4,5
10/02/2021,Georgia,0,4,4
09/02/2021,Texas,0,4,4
09/02/2021,Minnesota,1,4,5
08/02/2021,Alabama,0,4,4
06/02/2021,Louisiana,0,4,4
06/02/2021,Washington,1,3,4
06/02/2021,Tennessee,1,4,5
06/02/2021,Illinois,1,5,6
05/02/2021,Mississippi,3,1,4
05/02/2021,Virginia,2,2,4
05/02/2021,Pennsylvania,1,3,4
04/02/2021,North Carolina,2,3,5
03/02/2021,Colorado,3,1,4
03/02/2021,Colorado,2,3,5
03/02/2021,Tennessee,1,3,4
02/02/2021,Oklahoma,6,1,7
02/02/2021,Florida,3,3,6
01/02/2021,New York,1,3,4
30/01/2021,New York,1,4,5
29/01/2021,Pennsylvania,2,3,5
28/01/2021,Michigan,1,4,5
27/01/2021,California,0,4,4
25/01/2021,"Washington, D.C.",1,4,5
24/01/2021,Nevada,0,5,5
24/01/2021,Indiana,6,1,7
22/01/2021,Kentucky,0,5,5
21/01/2021,California,1,3,4
20/01/2021,Louisiana,0,4,4
18/01/2021,Pennsylvania,0,4,4
17/01/2021,Arizona,0,5,5
17/01/2021,Arizona,1,6,7
16/01/2021,Illinois,0,5,5
16/01/2021,California,0,5,5
15/01/2021,Pennsylvania,0,4,4
11/01/2021,Florida,0,4,4
09/01/2021,Texas,1,3,4
09/01/2021,Illinois,6,2,8
07/01/2021,"Washington, D.C.",0,5,5
06/01/2021,Virginia,1,3,4
06/01/2021,Texas,1,3,4
05/01/2021,Florida,0,5,5
04/01/2021,Florida,0,7,7
04/01/2021,Louisiana,0,4,4
03/01/2021,Florida,0,4,4
03/01/2021,Florida,0,8,8
03/01/2021,Oregon,0,4,4
03/01/2021,Texas,1,4,5
03/01/2021,California,2,2,4
03/01/2021,Louisiana,2,3,5
01/01/2021,Illinois,0,4,4
01/01/2021,Iowa,1,4,5
01/01/2021,Texas,1,3,4
01/01/2021,Arkansas,0,7,7
07/04/2022,Mississippi,4,0,4
06/04/2022,Pennsylvania,1,3,4
04/04/2022,Connecticut,1,3,4
04/04/2022,Kentucky,0,4,4
03/04/2022,California,2,2,4
03/04/2022,California,6,12,18
03/04/2022,Arkansas,2,2,4
03/04/2022,New York,0,4,4
03/04/2022,Texas,1,15,16
02/04/2022,Colorado,0,5,5
02/04/2022,Louisiana,1,4,5
02/04/2022,Louisiana,1,3,4
02/04/2022,North Carolina,1,3,4
01/04/2022,South Carolina,0,5,5
31/03/2022,Pennsylvania,2,2,4
29/03/2022,New York,0,4,4
28/03/2022,Oregon,0,4,4
27/03/2022,Louisiana,2,2,4
26/03/2022,California,2,3,5
26/03/2022,Ohio,0,4,4
26/03/2022,Virginia,0,4,4
25/03/2022,Colorado,2,2,4
23/03/2022,Arizona,0,5,5
23/03/2022,New York,0,4,4
22/03/2022,California,1,3,4
21/03/2022,Illinois,2,2,4
21/03/2022,Connecticut,0,4,4
20/03/2022,Texas,0,10,10
20/03/2022,Wisconsin,0,4,4
20/03/2022,Texas,1,3,4
20/03/2022,Texas,0,4,4
19/03/2022,North Carolina,3,2,5
19/03/2022,Texas,0,10,10
19/03/2022,Arkansas,1,26,27
19/03/2022,Virginia,1,4,5
19/03/2022,Virginia,2,3,5
18/03/2022,Louisiana,0,5,5
18/03/2022,Texas,1,3,4
17/03/2022,Michigan,0,4,4
17/03/2022,Florida,2,2,4
17/03/2022,Illinois,0,4,4
16/03/2022,New Jersey,1,3,4
15/03/2022,Alabama,0,5,5
15/03/2022,Hawaii,1,3,4
14/03/2022,New Mexico,2,4,6
14/03/2022,Pennsylvania,1,3,4
13/03/2022,Illinois,0,7,7
13/03/2022,South Carolina,1,4,5
13/03/2022,New York,2,2,4
12/03/2022,Alabama,1,3,4
12/03/2022,Maryland,3,1,4
11/03/2022,Ohio,1,3,4
09/03/2022,Colorado,1,3,4
08/03/2022,Florida,1,4,5
08/03/2022,Missouri,3,1,4
07/03/2022,Tennessee,0,4,4
06/03/2022,Kentucky,0,4,4
06/03/2022,Texas,0,4,4
06/03/2022,Minnesota,1,3,4
06/03/2022,Pennsylvania,1,4,5
06/03/2022,Louisiana,0,4,4
06/03/2022,South Carolina,2,3,5
05/03/2022,Arizona,1,3,4
05/03/2022,Georgia,0,4,4
05/03/2022,Georgia,0,4,4
03/03/2022,Nevada,1,6,7
02/03/2022,Maryland,1,3,4
28/02/2022,California,5,0,5
27/02/2022,California,0,4,4
27/02/2022,Louisiana,0,4,4
26/02/2022,South Carolina,1,3,4
26/02/2022,Louisiana,0,10,10
26/02/2022,New Mexico,1,3,4
26/02/2022,Nevada,1,13,14
25/02/2022,Louisiana,2,2,4
24/02/2022,Texas,4,0,4
24/02/2022,Texas,0,4,4
23/02/2022,Georgia,0,4,4
22/02/2022,Georgia,1,3,4
21/02/2022,Minnesota,1,3,4
20/02/2022,Nebraska,0,4,4
20/02/2022,Oregon,1,3,4
20/02/2022,Mississippi,1,4,5
19/02/2022,Oregon,1,5,6
19/02/2022,Alabama,0,4,4
19/02/2022,Missouri,2,14,16
19/02/2022,California,0,7,7
19/02/2022,North Carolina,2,2,4
17/02/2022,Pennsylvania,0,4,4
17/02/2022,Texas,0,5,5
16/02/2022,Florida,1,3,4
15/02/2022,Illinois,1,3,4
13/02/2022,Wisconsin,1,5,6
12/02/2022,California,0,4,4
12/02/2022,Arkansas,1,3,4
12/02/2022,Tennessee,1,4,5
11/02/2022,Missouri,0,4,4
11/02/2022,Arizona,2,9,11
06/02/2022,California,2,2,4
06/02/2022,North Carolina,0,4,4
06/02/2022,Florida,0,4,4
06/02/2022,Illinois,0,5,5
05/02/2022,Texas,6,2,8
05/02/2022,New Mexico,0,4,4
04/02/2022,Virginia,1,4,5
02/02/2022,California,1,4,5
01/02/2022,Wisconsin,0,5,5
31/01/2022,North Carolina,0,4,4
30/01/2022,Florida,1,4,5
30/01/2022,Georgia,1,3,4
29/01/2022,California,0,4,4
29/01/2022,Missouri,3,1,4
29/01/2022,Georgia,1,3,4
28/01/2022,Tennessee,4,0,4
27/01/2022,California,2,3,5
27/01/2022,Washington D.C.,1,4,5
23/01/2022,Wisconsin,6,0,6
23/01/2022,California,4,1,5
22/01/2022,Washington,1,3,4
19/01/2022,United States Virgin Islands,1,4,5
19/01/2022,Maryland,3,1,4
19/01/2022,Louisiana,0,4,4
18/01/2022,Florida,1,4,5
17/01/2022,Texas,0,4,4
16/01/2022,Georgia,1,3,4
15/01/2022,Georgia,1,5,6
15/01/2022,Tennessee,0,4,4
14/01/2022,Oregon,0,6,6
14/01/2022,Georgia,3,1,4
13/01/2022,New York,0,4,4
12/01/2022,Illinois,0,4,4
09/01/2022,California,1,5,6
09/01/2022,Alabama,1,6,7
09/01/2022,California,0,4,4
09/01/2022,Colorado,2,2,4
08/01/2022,Texas,1,3,4
04/01/2022,Mississippi,1,3,4
02/01/2022,Texas,2,2,4
02/01/2022,Texas,2,2,4
01/01/2022,Illinois,2,3,5
01/01/2022,Pennsylvania,1,4,5
01/01/2022,South Carolina,0,5,5
01/01/2022,Georgia,1,3,4
01/01/2022,Wisconsin,1,3,4
01/01/2022,Indiana,0,4,4
01/01/2022,Colorado,2,2,4
01/01/2022,Missouri,0,4,4